"gloss","id"
"vaccinations",1
"vaccine",2
"vacuum",129
"vacuums",2
"vagina",7
"vaginas",2
"valentine",70
"valentine's",3
"valentines",29
"valley",45
"valleys",2
"valuable",4
"value",4
"values",1
"valve",3
"vampire",23
"vampires",3
"van",129
"vane",16
"vanilla",175
"vanity",3
"vans",10
"variable",1
"variation",1
"variations",2
"varieties",3
"variety",33
"varmint",1
"varnish",1
"vase",52
"vat",4
"vault",2
"veal",2
"vegetable",148
"vegetables",314
"vegetarian",12
"vegetarianism",1
"vegetarians",3
"veggie",12
"veggies",22
"vehicle",26
"vehicles",14
"veil",6
"veils",1
"veins",2
"velcro",29
"velociraptor",7
"velvet",8
"velveteen",2
"venom",1
"vent",10
"vents",1
"verb",10
"verbs",9
"verse",12
"version",42
"versions",7
"vessel",2
"vest",43
"vestibule",1
"vests",4
"vet",12
"veterinarian",13
"veterinarians",2
"vets",1
"viaduct",8
"vice",1
"vicinity",3
"victim",1
"victims",1
"victor",1
"victory",3
"vicuna",2
"video",150
"videos",18
"view",64
"viewer",1
"viewers",1
"viewpoint",1
"vigor",22
"viking",3
"village",110
"villager",1
"villagers",11
"villages",5
"villainess",2
"vim",23
"vinaigrette",5
"vine",16
"vinegar",20
"vinegarette",1
"vines",12
"vineyard",1
"vintage",2
"viola",1
"violas",1
"violation",1
"violence",14
"violet",68
"violet's",1
"violets",9
"violin",103
"violins",5
"viper",3
"vipers",1
"virgin",1
"virtue",2
"virtuosity",1
"virus",4
"visa",5
"vise",1
"vision",2
"visions",1
"visit",191
"visitor",9
"visitors",18
"visits",11
"visor",5
"vitamin",60
"vitamins",84
"vocabulary",24
"vocalizations",1
"voice",315
"voices",35
"void",3
"volcano",20
"volcanoes",4
"volcanos",6
"vole",4
"volley",2
"voltage",1
"volume",16
"volume's",1
"volunteer",4
"vote",14
"votes",7
"voucher",1
"vowel",7
"vowels",3
"voyage",1
"voyages",1
"vulture",13
"vultures",1
"wacko",3
"wafer",7
"wafers",9
"waffle",487
"waffle's",1
"waffles",299
"wage",2
"waggle",4
"wagon",261
"wagon's",1
"wagons",8
"wailer",1
"waist",32
"waiter",10
"waiters",1
"waitress",8
"waitresses",2
"wake",43
"wakes",4
"walk",953
"walker",55
"walkers",3
"walkie",20
"walkman",1
"walks",203
"wall",630
"wallaby",6
"wallboard",3
"wallet",51
"walleye",1
"walls",100
"walnut",12
"walnuts",42
"walrus",97
"walruses",17
"waltz",1
"wand",49
"wands",10
"war",58
"warbler",5
"ward",6
"wardrobe",4
"wards",2
"ware",2
"warehouse",3
"warmer",6
"warmers",1
"warmth",5
"warp",1
"warranty",1
"warrior",9
"warriors",6
"wars",9
"wasabi",1
"wash",365
"washboard",1
"washer",21
"washers",7
"washes",2
"washie",23
"washies",1
"wasp",19
"waste",39
"waster",1
"watch",1677
"watchdog",3
"watchers",2
"watches",12
"watchman",4
"water",4763
"water's",30
"waterfall",55
"waterfalls",9
"waters",15
"watt",1
"wave",111
"waves",61
"wawa",1
"wax",64
"way",4489
"way's",2
"ways",116
"wayside",1
"wealth",1
"weapon",9
"weapons",15
"weasel",78
"weather",125
"weather's",5
"weatherman",1
"weathermen",1
"weathervane",8
"weave",1
"weaver",1
"web",72
"webs",18
"wedding",68
"weddings",3
"wedge",1
"wedgie",2
"wednesday",31
"wee",424
"wee_wee",32
"wee_wees",1
"weed",15
"weeds",27
"week",927
"weekly",2
"weeks",516
"weenie",2
"weenies",1
"weeper",1
"weevils",1
"weight",43
"weights",15
"weirder",1
"weirdo",4
"welcome",86
"welcomes",1
"welfare",1
"well",1441
"werewolf",16
"werewolves",18
"west",14
"wetter",1
"whack",28
"whacks",1
"whale",248
"whales",43
"wharf",1
"wharves",1
"what_not",1
"whatchamacallem",1
"whatchamacallit",4
"whatchamacallits",5
"whatnot",3
"wheat",242
"wheatie",3
"wheaties",1
"wheats",1
"wheel",423
"wheel's",4
"wheeler",6
"wheelers",1
"wheelie",3
"wheels",568
"whey",6
"whiff",3
"while",1097
"whim",4
"whims",2
"whine",29
"whiner",4
"whinny",3
"whinyness",1
"whip",14
"whips",1
"whir",1
"whirl",5
"whirls",1
"whirlwind",1
"whisker",4
"whiskers",67
"whiskey",4
"whisper",90
"whispers",3
"whistle",164
"whistle's",1
"whistles",7
"white",581
"white's",2
"whites",12
"whitie",2
"whities",1
"whiz",9
"whole",214
"wholewheat",2
"whoop",399
"whoopie",11
"whoops",34
"whoopsie",1
"whosejigger",1
"wick",4
"wicket",9
"widow",1
"width",1
"wiener",2
"wife",93
"wifie",2
"wig",33
"wiggle",148
"wiggler",4
"wiggles",21
"wigglies",1
"wigs",2
"wildcat",1
"wildcats",1
"wildebeest",9
"wildebeests",5
"wilderness",1
"wildlife",7
"willow",7
"willows",1
"willpower",1
"win",35
"wind",270
"wind's",7
"windmill",21
"window",959
"window's",1
"windows",172
"winds",8
"wine",58
"wing",84
"wings",210
"wink",16
"winkles",1
"winner",51
"winners",4
"winos",2
"wins",13
"winter",240
"winter's",6
"winters",3
"wipe",122
"wiper",4
"wipers",40
"wipes",37
"wipie",14
"wipies",2
"wire",156
"wires",120
"wisdom",4
"wish",79
"wisher",1
"wishes",12
"wisps",1
"wisteria",1
"wit",2
"witch",222
"witches",46
"wits",2
"wives",4
"wizard",15
"wizards",2
"woe",5
"wok",35
"woks",3
"wolf",245
"wolf's",1
"wolfie",2
"wolfs",2
"wolves",4
"woman",307
"woman's",3
"womb",1
"wombat",7
"women",174
"women's",1
"wont",50
"wood",537
"woodchuck",4
"woodland",2
"woodlands",1
"woodpecker",8
"woodpeckers",2
"woods",153
"woodsman",4
"woodwork",2
"wool",94
"woolen",1
"woolies",1
"worcestershire",1
"word",1265
"word's",1
"words",942
"words'll",1
"work",1544
"workbook",8
"workday",2
"worker",30
"worker's",1
"workers",26
"workie",1
"workman",3
"workmen",2
"workout",3
"works",199
"worksheet",2
"workshop",3
"world",434
"world's",2
"worlds",6
"worm",204
"worms",72
"worries",3
"worry",30
"worship",3
"worth",24
"wound",13
"wounds",2
"wrangler",1
"wrapper",16
"wrappers",3
"wreath",8
"wreaths",2
"wreck",26
"wreckage",4
"wrecker",9
"wreckers",1
"wrecks",1
"wren",4
"wrestler",3
"wretch",2
"wrinkle",3
"wrinkles",1
"wrist",60
"wristbands",1
"wrists",7
"wristwatch",7
"writer",13
"wrong",1000
"wuss",4
"x_rays",4
"x-ray",28
"x-rays",3
"xenon",1
"xylophone",55
"yacht",5
"yak",25
"yaks",2
"yam",9
"yams",7
"yank",1
"yankee",1
"yard",273
"yard's",1
"yardstick",1
"yardsticks",1
"yarn",124
"yawn",63
"yawns",5
"year",927
"yearbook",2
"yearling",2
"years",527
"yeast",10
"yell",59
"yellow",1662
"yellow's",1
"yellows",17
"yells",2
"yelp",3
"yen",1
"yenta",3
"yesterday",2
"yippie",1
"yoga",41
"yoghurt",47
"yogurt",597
"yogurt's",1
"yogurts",3
"yoke",5
"yolk",52
"yolks",2
"yorkies",1
"youngest",3
"youngster",3
"youngsters",6
"youth",4
"yoyo",57
"yoyo's",1
"yoyos",7
"yucca",1
"yuck",95
"yuckie",1
"yuckies",25
"yucks",1
"yum",1317
"yum_yum",41
"yum_yums",2
"yummie",1
"yummies",4
"yums",4
"yuppie",1
"zebra",749
"zebra's",8
"zebras",102
"zed",2
"zeds",1
"zero",9
"zeroes",3
"zeros",3
"zest",2
"zig-zag",8
"zing",3
"zinger",1
"zings",1
"zinnia",5
"zinnias",9
"zipper",143
"zipper's",3
"zippers",6
"zither",2
"ziti",3
"zombie",5
"zombies",1
"zone",13
"zoo",1125
"zooie",1
"zoomer",1
"zoos",10
"zucchini",20
"zweiback",2
"zwieback",4
